PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
111,,1.111000.100,ארנונה כללית,Property tax,,,20000000,21109464.05
113,,1.113000.100,הנחות מימון-ארנונה,Property tax-Financing expenses,,,250000,267755.12
115,,1.115000.100,הנחות לזכאים-ארנונה,Property tax-eligibility discounts,,,1600000,1661163.35
191,,1.191000.910,מענק כללי לאיזון,General balancing grant,,,13144000,13143418.55
192,,1.192000.910,מענק חד-פעמי יעודי,One-time dedicated grant,,,15353000,15551946.5
2123,,1.212300.220,אגרת אסוף ובעור אשפה,Garbage collection and disposel fee,,,780000,736520
2123,,1.212300.490,הכנסות מתאגיד תמיר,Incomes from Tamir corporation,,,0,0
214,,1.214000.220,אגרת פיקוח וטרינרי,Veterinary inspection fee,,,0,42433
214,,1.214000.221,אג.חסון והסגר כלבים,Dog's vaccine & quarantine fee,,,50000,49295.89
215,,1.215000.220,אגרת הדברת מזיקים,Pesticides fee,,,20000,15682
222,,1.222000.500,החזר שכר רבשצ וסייר-מת',Security & patrol coordinator wage returns ,,,0,0
2221,,1.222100.990,הכנסות-משמר אזרחי,Incomes - civil police,,,6000,6165
227,,1.227000.970,מענק פקער-הגמר,Grant - civil defence,,,2200000,2002839.01
231,,1.231000.220,אג.מכרזים ושר.הנדסה,Tender & engineering service fee,,,30000,24850
231,,1.231000.590,העברה מקרן היטל השבחה,Transfers from betterment levy,,,0,0
233,,1.233000.220,אגרת רשיונות בניה,Building license fee,,,1160000,1199407.3
233,,1.233000.221,העתקי טפסים-מחלקת הנדסה,Forms copies - engineering department,,,0,400
242,,1.242000.290,הכנסות מעבודות שונות,Incomes - general works,,,1035000,1046273
269,,1.269000.500,החזר שכר כללי,General wage return,,,35000,59034.01
269,,1.269000.640,הכנסות שכר דירה,Income - apartment rents,,,55000,55072
269,,1.269000.690,הכנסות שונות,incomes - general,,,40000,24559.78
311,,1.311000.420,הכ'הורים-מפעל הזנה לאומ,"Incomes - parents, national feeding plan ",,,850000,877009.2
311,,1.311000.920,הסעת מורים וגננות,Teacher's transportaion,,,1500000,1406650.39
311,,1.311000.922,מ.חינוך-הכ.תקשוב לאומי,Ministry of Education - national ICT ,,,0,0
3111,311|31|3,1.311100.490,שונות-חנוך,Education - misc.,,,20000,14550
03,3122|312|31|3,1.312203.410,שכר לימוד-גני מועדון צה,Tuition - extended day preschool program,,,26000,35000
10,3122|312|31|3,1.312210.410,שכר לימוד גני-ילדים,Tuition - preschools,,,2350000,2119649.7
10,3122|312|31|3,1.312210.790,השת.ב'ל-גנים טיפוליים,?? Payment - Special education / theraputic preschools,,,0,0
10,3122|312|31|3,1.312210.920,הכנסות יוח'א גנים,Income form extended day preschool programs,,,360000,357658.46
10,3122|312|31|3,1.312210.922,סייעות טיפוליות-גנים,Assistants for special education / theraputic preschools,,,14000,67540.97
10,3122|312|31|3,1.312210.923,גננות שי'ח וח'מ,Special education preschool teachers ,,,0,0
