PARENT,PARENT SCOPE,CODE,NAME,NAME_EN,NAME_RU,NAME_AR,BUDGET,ACTUAL
111,,1.111000.100,ארנונה כללית,Property tax,,,13100000,12898756.02
113,,1.113000.100,הנחות מימון-ארנונה,Property tax-Financing expenses,,,200000,196937.07
115,,1.115000.100,הנחות לזכאים-ארנונה,Property tax-eligibility discounts,,,1000000,1194122.62
191,,1.191000.910,מענק כללי לאיזון,General balancing grant,,,13700000,13704458.64
192,,1.192000.910,מענק חד-פעמי יעודי,One-time dedicated grant,,,9710000,9708510.8
2123,,1.212300.220,אגרת אסוף ובעור אשפה,Garbage collection and disposel fee,,,672000,692571
2123,,1.212300.490,הכנסות מתאגיד תמיר,Incomes from Tamir corporation,,,0,0
214,,1.214000.220,אגרת פיקוח וטרינרי,Veterinary inspection fee,,,10000,29790
214,,1.214000.221,אג.חסון והסגר כלבים,Dog's vaccine & quarantine fee,,,40000,45743.1
215,,1.215000.220,אגרת הדברת מזיקים,Pesticides fee,,,25000,22573
222,,1.222000.500,החזר שכר רבשצ וסייר-מת',Security & patrol coordinator wage returns ,,,0,4236.67
2221,,1.222100.990,הכנסות-משמר אזרחי,Incomes - civil police,,,6000,4830
227,,1.227000.970,מענק פקער-הגמר,Grant - civil defence,,,2050000,2033815
231,,1.231000.220,אג.מכרזים ושר.הנדסה,Tender & engineering service fee,,,15000,29450
231,,1.231000.590,העברה מקרן היטל השבחה,Transfers from betterment levy,,,300000,0
233,,1.233000.220,אגרת רשיונות בניה,Building license fee,,,1200000,1631315.23
233,,1.233000.221,העתקי טפסים-מחלקת הנדסה,Forms copies - engineering department,,,0,0
242,,1.242000.290,הכנסות מעבודות שונות,Incomes - general works,,,1000000,630989.04
269,,1.269000.500,החזר שכר כללי,General wage return,,,50000,85121.81
269,,1.269000.640,הכנסות שכר דירה,Income - apartment rents,,,70000,56879
269,,1.269000.690,הכנסות שונות,incomes - general,,,30000,30455.08
311,,1.311000.420,הכ'הורים-מפעל הזנה לאומ,"Incomes - parents, national feeding plan ",,,550000,574955.47
311,,1.311000.920,הסעת מורים וגננות,Teacher's transportaion,,,1800000,1136270.1
311,,1.311000.922,מ.חינוך-הכ.תקשוב לאומי,Ministry of Education - national ICT ,,,0,0
3111,311|31|3,1.311100.490,שונות-חנוך,Education - misc.,,,5000,11280
03,3122|312|31|3,1.312203.410,שכר לימוד-גני מועדון צה,Tuition - extended day preschool program,,,0,19000
10,3122|312|31|3,1.312210.410,שכר לימוד גני-ילדים,Tuition - preschools,,,2300000,2323702.85
10,3122|312|31|3,1.312210.790,השת.ב'ל-גנים טיפוליים,?? Payment - Special education / theraputic preschools,,,0,0
10,3122|312|31|3,1.312210.920,הכנסות יוח'א גנים,Income form extended day preschool programs,,,160000,255450.96
10,3122|312|31|3,1.312210.922,סייעות טיפוליות-גנים,Assistants for special education / theraputic preschools,,,50000,75895.57
10,3122|312|31|3,1.312210.923,גננות שי'ח וח'מ,Special education preschool teachers ,,,0,32366.49
10,3122|312|31|3,1.312210.940,סיעת רפואית גנים-מ.בריאות,Medical assistant for preschools - payment by Ministry of Health,,,0,0
10,3123|312|31|3,1.312310.420,גנים עודפים בישובים,Kindergarten surplus in communities,,,0,30541
10,3123|312|31|3,1.312310.920,שכל'מ ועו'ג-גנים,Tuition and ?? kindergartens ,,,7650000,8286776.62
10,3124|312|31|3,1.312410.410,השתתפות הורים-מעונות,Day care centers - parent payments,,,0,3527.6
10,3124|312|31|3,1.312410.930,השתתפות ממשלה-מעונות,Day care centers - Government payments,,,3000000,3326030
11,3132|313|31|3,1.313211.420,הורים-ח.משלים-אלו'ש,Alon Shvut community supplemental education program - parent payments,,,1600000,1495967.6
11,3132|313|31|3,1.313211.421,שונות ח.משלים-אלו'ש,Alon Shvut community supplemental education program - misc.,,,0,75175
11,3132|313|31|3,1.313211.920,"שרתים,מזכירים-אלו'ש","Alon Shvut community maintenance workers, secretaties",,,660000,635852.72
11,3132|313|31|3,1.313211.921,מ.חנוך-ח.משלים-אלו'ש,Alon Shvut community supplemental education program - Ministry of Education payment,,,50000,122244.39
11,3132|313|31|3,1.313211.922,סייעות כיתתיות-ביס אלוש,Alon Shvut school - class teaching assistants,,,260000,356110.52
